Reeks,Wedstrijdnr,Datum,Uur,Thuis,Bezoekers,Sporthall,Uitslag,Setstanden,Uitslag reserven,Setstanden reserven
U15 Jongens Niveau 1,U15JN1-0021,03/11/2019,10:30,LIZARDS LUBBEEK-LEUVEN A,VBT MACHELEN A,Sporthal Korbeek-Lo,5 - 0,"25/17, 25/16, 25/23, 25/16, 15/11",,
U15 Jongens Niveau 1,U15JN1-0022,09/11/2019,16:00,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",0 - 5,"15/25, 24/26, 20/25, 17/25, 14/16",,
U15 Jongens Niveau 1,U15JN1-0027,16/11/2019,16:30,BDO HAASRODE LEUVEN B,VBT MACHELEN A,Sporthal Heverlee,5 - 0,"25/22, 25/20, 25/14, 25/16, 15/6",,
U15 Jongens Niveau 1,U15JN1-0030,23/11/2019,14:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,4 - 1,"25/19, 13/25, 25/11, 25/15, 15/8",,
U15 Jongens Niveau 1,U15JN1-0033,30/11/2019,16:30,VELVOC VELTEM-BEISEM,VBT MACHELEN A,"Sportcentrum Ivo Van Damme, Veltem-Beisem ",4 - 1,"26/24, 22/25, 25/5, 25/20, 15/8",,
U15 Jongens Niveau 1,U15JN1-0042,11/01/2020,16:00,VBT MACHELEN A,BDO HAASRODE LEUVEN B,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 1,U15JN1-0037,18/01/2020,14:00,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sporthal Heverlee,,,,
U15 Jongens Niveau 1,U15JN1-0045,25/01/2020,09:30,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 1,U15JN1-0048,01/02/2020,14:00,VBT MACHELEN A,VELVOC VELTEM-BEISEM,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 1,U15JN1-0051,08/02/2020,14:00,LIZARDS LUBBEEK-LEUVEN A,VBT MACHELEN A,Sporthal Lubbeek,,,,
U15 Jongens Niveau 1,U15JN1-0036,07/03/2020,09:30,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN A,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 1,U15JN1-0052,14/03/2020,09:30,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 1,U15JN1-0057,21/03/2020,16:30,BDO HAASRODE LEUVEN B,VBT MACHELEN A,Sporthal Heverlee,,,,
U15 Jongens Niveau 1,U15JN1-0060,25/04/2020,14:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0001,04/01/2020,14:00,VBT MACHELEN B,GRIVOK GRIMBERGEN,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0009,11/01/2020,13:30,VC LENNIK HEREN,VBT MACHELEN B,"Gem. Sporthal Jo Baetens, Lennik",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0004,18/01/2020,09:30,VBT MACHELEN B,WOLVERTEM SPORTING,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0013,01/02/2020,09:30,VBT MACHELEN B,VC KNØDDE MEISE.att,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0019,08/02/2020,17:00,WOLVERTEM SPORTING,VBT MACHELEN B,"Sportschuur, Wolvertem",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0012,15/02/2020,14:00,VBT MACHELEN B,VC LENNIK HEREN B,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0028,29/02/2020,17:00,VC KNØDDE MEISE.att,VBT MACHELEN B,Sporthal Meise,,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0027,07/03/2020,19:30,VC LENNIK HEREN B,VBT MACHELEN B,"Gem. Sporthal Jo Baetens, Lennik",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0024,14/03/2020,14:00,VBT MACHELEN B,VC LENNIK HEREN,"Sporthal Bosveld, Machelen",,,,
U15 Jongens Niveau 2 Reeks C 2de Ronde,U15JN2C R2-0016,25/04/2020,17:00,GRIVOK GRIMBERGEN,VBT MACHELEN B,"Gem. Sporthal Prinsenbos, Grimbergen",,,,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0017,07/09/2019,09:30,VBT MACHELEN B,GRIVOK GRIMBERGEN,"Sporthal Bosveld, Machelen",5 - 0,"25/3, 25/13, 25/17, 25/11, 15/8",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0009,05/10/2019,11:45,VBT MACHELEN B,BDO HAASRODE LEUVEN C.att,"Sporthal Bosveld, Machelen",0 - 5,"17/25, 21/25, 12/25, 15/25, 12/15",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0011,12/10/2019,14:30,KRUIKENBURG TERNAT C,VBT MACHELEN B,Sporthal Kruikenburg,5 - 0,"25/22, 26/24, 25/18, 25/18, 16/14",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0014,19/10/2019,09:30,VBT MACHELEN B,VCV LEEFDAAL-BERTEM,"Sporthal Bosveld, Machelen",4 - 1,"31/29, 25/19, 15/25, 25/9, 15/12",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0002,02/11/2019,17:00,GRIVOK GRIMBERGEN,VBT MACHELEN B,"Gem. Sporthal Prinsenbos, Grimbergen",1 - 4,"14/25, 23/25, 10/25, 26/24, 10/15",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0024,16/11/2019,11:30,BDO HAASRODE LEUVEN C.att,VBT MACHELEN B,Sporthal Heverlee,5 - 0,"25/6, 25/21, 25/23, 25/16, 15/5",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0026,23/11/2019,17:30,VBT MACHELEN B,KRUIKENBURG TERNAT C,"Sporthal Bosveld, Machelen",2 - 3,"25/21, 25/18, 24/26, 12/25, 9/15",,
U15 Jongens Niveau 2 Reeks C,U15JN2C-0029,01/12/2019,16:30,VCV LEEFDAAL-BERTEM,VBT MACHELEN B,"Gemeentelijke Sportzaal, Leefdaal",3 - 2,"25/21, 22/25, 27/25, 17/25, 15/12",,
U13 Jongens Niveau 1,U13JN1-0001,07/09/2019,11:45,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",4 - 1,"25/13, 15/25, 25/13, 25/19, 15/5",,
U13 Jongens Niveau 1,U13JN1-0007,06/10/2019,15:30,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sportcomplex Haasrode,2 - 3,"25/21, 19/25, 18/25, 12/25, 16/14",,
U13 Jongens Niveau 1,U13JN1-0010,12/10/2019,11:45,VBT MACHELEN A,VOLLEY THOR TERVUREN.att,"Sporthal Bosveld, Machelen",5 - 0,"25/21, 25/6, 25/12, 25/18, 15/3",,
U13 Jongens Niveau 1,U13JN1-0013,20/10/2019,14:00,VCV LEEFDAAL-BERTEM A,VBT MACHELEN A,"Gemeentelijke Sportzaal, Leefdaal",1 - 4,"25/14, 18/25, 15/25, 18/25, 8/15",,
U13 Jongens Niveau 1,U13JN1-0017,02/11/2019,16:30,VOLLEY SCHEPDAAL VZW,VBT MACHELEN A,"Sporthal Caerenbergveld, Schepdaal",0 - 5,"12/25, 6/25, 8/25, 15/25, 5/15",,
U13 Jongens Niveau 1,U13JN1-0019,09/11/2019,11:45,VBT MACHELEN A,DE SOLVELDERS TIELT-WINGE.att,"Sporthal Bosveld, Machelen",4 - 1,"25/16, 25/15, 27/29, 25/20, 19/17",,
U13 Jongens Niveau 1,U13JN1-0022,16/11/2019,12:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,1 - 4,"25/22, 8/25, 12/25, 15/25, 12/15",,
U13 Jongens Niveau 1,U13JN1-0032,23/11/2019,10:00,VOLLEY THOR TERVUREN.att,VBT MACHELEN A,"Sportcentrum Diependal, Tervuren",0 - 5,"14/25, 16/25, 14/25, 19/25, 1/15",,
U13 Jongens Niveau 1,U13JN1-0029,30/11/2019,11:45,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",3 - 2,"25/23, 25/22, 20/25, 25/19, 7/15",,
U13 Jongens Niveau 1,U13JN1-0042,11/01/2020,13:00,DE SOLVELDERS TIELT-WINGE.att,VBT MACHELEN A,Sporthal 't Solveld,,,,
U13 Jongens Niveau 1,U13JN1-0035,14/01/2020,19:00,VBT MACHELEN A,VCV LEEFDAAL-BERTEM A,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 1,U13JN1-0037,18/01/2020,16:30,VBT MACHELEN A,VOLLEY SCHEPDAAL VZW,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0001,04/01/2020,09:30,VBT MACHELEN B,VOLANZO LANDEN-ZOUTLEEUW,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0009,12/01/2020,10:00,KRUIKENBURG TERNAT B,VBT MACHELEN B,Sporthal Kruikenburg,,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0004,25/01/2020,09:30,VBT MACHELEN B,WEVOK ST.-JORIS WEERT,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0012,01/02/2020,13:30,DAVOC LOT.att,VBT MACHELEN B,"Vogelenzang, Lot",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0016,08/02/2020,15:30,VOLANZO LANDEN-ZOUTLEEUW,VBT MACHELEN B,"Sportcentrum De Passant, Zoutleeuw",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0019,29/02/2020,11:30,WEVOK ST.-JORIS WEERT,VBT MACHELEN B,"Ontmoetingscentrum, Sint-Joris-Weert",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0024,07/03/2020,09:30,VBT MACHELEN B,KRUIKENBURG TERNAT B,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0027,14/03/2020,11:45,VBT MACHELEN B,DAVOC LOT.att,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0013,21/03/2020,09:30,VBT MACHELEN B,STERKO KORTENBERG.att,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks A 2de Ronde,U13JN2A R2-0028,25/04/2020,13:30,STERKO KORTENBERG.att,VBT MACHELEN B,"Gemeentelijke Sporthal, Kortenberg",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0005,05/01/2020,09:30,VOLLEY OPWIJK,VBT MACHELEN C,"Sportzaal Vrij Katholiek Onderwijs, Opwijk",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0011,11/01/2020,11:45,VBT MACHELEN C,V.C. ZAVATH ZAVENTEM.att,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0008,18/01/2020,15:30,DAATMET LIEDEKERKE.att,VBT MACHELEN C,"Sporthal Heuvelkouter, Liedekerke",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0003,25/01/2020,11:45,VBT MACHELEN C,VC LENNIK HEREN,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0018,08/02/2020,11:00,VC LENNIK HEREN,VBT MACHELEN C,"Gem. Sporthal Jo Baetens, Lennik",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0023,29/02/2020,16:00,VBT MACHELEN C,DAATMET LIEDEKERKE.att,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0026,07/03/2020,14:30,V.C. ZAVATH ZAVENTEM.att,VBT MACHELEN C,"Gemeentelijke Sporthal, Zaventem",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0020,14/03/2020,09:30,VBT MACHELEN C,VOLLEY OPWIJK,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0013,28/03/2020,14:00,VBT MACHELEN C,HZ 93 HOFSTADE-ZEMST,"Sporthal Bosveld, Machelen",,,,
U13 Jongens Niveau 2 Reeks C 2de Ronde,U13JN2C R2-0028,25/04/2020,10:00,HZ 93 HOFSTADE-ZEMST,VBT MACHELEN C,"Bloso Ter Heide, Hofstade",,,,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0010,22/09/2019,15:00,VBT MACHELEN B,V.C. ZAVATH ZAVENTEM.att,"Sporthal Bosveld, Machelen",5 - 0,"25/16, 25/23, 25/7, 25/14, 15/9",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0003,28/09/2019,16:00,STERKO KORTENBERG.att,VBT MACHELEN B,"Gemeentelijke Sporthal, Kortenberg",3 - 2,"25/14, 25/20, 24/26, 19/25, 15/10",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0012,05/10/2019,10:00,HZ 93 HOFSTADE-ZEMST,VBT MACHELEN B,"Bloso Ter Heide, Hofstade",0 - 5,"12/25, 9/25, 17/25, 10/25, 9/15",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0002,12/10/2019,09:30,VBT MACHELEN B,HZ 93 HOFSTADE-ZEMST,"Sporthal Bosveld, Machelen",5 - 0,"25/9, 25/19, 25/8, 25/14, 15/8",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0007,19/10/2019,09:30,VBT MACHELEN B,GRIVOK GRIMBERGEN.B.C.,"Sporthal Bosveld, Machelen",5 - 0,"25/14, 25/11, 25/8, 25/9, 15/4",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0013,09/11/2019,09:30,VBT MACHELEN B,STERKO KORTENBERG.att,"Sporthal Bosveld, Machelen",3 - 2,"25/27, 25/22, 25/21, 20/25, 15/11",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0017,23/11/2019,17:00,GRIVOK GRIMBERGEN.B.C.,VBT MACHELEN B,"Gem. Sporthal Prinsenbos, Grimbergen",0 - 5,"11/25, 16/25, 5/25, 12/25, 1/15",,
U13 Jongens Niveau 2 Reeks B,U13JN2B-0020,30/11/2019,14:30,V.C. ZAVATH ZAVENTEM.att,VBT MACHELEN B,"Gemeentelijke Sporthal, Zaventem",0 - 5,"3/25, 19/25, 15/25, 15/25, 7/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0001,07/09/2019,14:30,VOLLEY SCHEPDAAL VZW.att,VBT MACHELEN A,,2 - 3,"25/22, 21/25, 25/19, 22/25, 7/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0005,28/09/2019,09:30,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN.att,"Sporthal Bosveld, Machelen",2 - 3,"20/25, 27/29, 21/25, 25/17, 18/16",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0007,05/10/2019,09:30,VBT MACHELEN A,VCV LEEFDAAL-BERTEM A,"Sporthal Bosveld, Machelen",2 - 3,"12/25, 22/25, 24/26, 25/20, 15/7",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0010,13/10/2019,15:30,N.V.V. TIENEN.att,VBT MACHELEN A,"Sportschuur Houtemveld, Tienen",4 - 1,"19/25, 25/16, 26/24, 28/26, 15/13",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0014,19/10/2019,16:30,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sporthal Heverlee,3 - 2,"25/17, 22/25, 20/25, 25/14, 15/10",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0020,26/10/2019,14:00,LIZARDS LUBBEEK-LEUVEN.att,VBT MACHELEN A,Sporthal Lubbeek,5 - 0,"25/9, 25/16, 25/19, 25/20, 15/11",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0016,02/11/2019,09:30,VBT MACHELEN A,VOLLEY SCHEPDAAL VZW.att,"Sporthal Bosveld, Machelen",3 - 2,"18/25, 17/25, 25/19, 25/23, 15/6",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0022,10/11/2019,16:30,VCV LEEFDAAL-BERTEM A,VBT MACHELEN A,"Gemeentelijke Sportzaal, Bertem",2 - 3,"27/25, 25/17, 16/25, 22/25, 12/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0025,16/11/2019,09:30,VBT MACHELEN A,N.V.V. TIENEN.att,"Sporthal Bosveld, Machelen",3 - 2,"25/17, 23/25, 25/17, 25/13, 6/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0029,23/11/2019,09:30,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",4 - 1,"25/20, 21/25, 25/18, 25/14, 17/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0035,30/11/2019,09:30,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN.att,"Sporthal Bosveld, Machelen",1 - 4,"18/25, 21/25, 25/22, 23/25, 3/15",,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0031,04/01/2020,14:30,VOLLEY SCHEPDAAL VZW.att,VBT MACHELEN A,,,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0037,11/01/2020,09:30,VBT MACHELEN A,VCV LEEFDAAL-BERTEM A,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0055,18/01/2020,09:30,VBT MACHELEN A,N.V.V. TIENEN.att,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0044,25/01/2020,16:30,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sporthal Heverlee,,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0046,01/02/2020,09:30,VBT MACHELEN A,VOLLEY SCHEPDAAL VZW.att,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0050,08/02/2020,14:00,LIZARDS LUBBEEK-LEUVEN.att,VBT MACHELEN A,Sporthal Lubbeek,,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0052,15/03/2020,14:00,VCV LEEFDAAL-BERTEM A,VBT MACHELEN A,"Gemeentelijke Sportzaal, Leefdaal",,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0040,21/03/2020,14:30,N.V.V. TIENEN.att,VBT MACHELEN A,"Sportschuur Houtemveld, Tienen",,,,
U11 Jongens 3-3 Niveau 1,U11J 3-3 N1-0059,25/04/2020,09:30,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0006,04/01/2020,11:00,BEVOC BETEKOM,VBT MACHELEN B,"Sporthal De Tumkens, Betekom",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0002,11/01/2020,16:00,VBT MACHELEN B,VCV LEEFDAAL-BERTEM B,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0009,18/01/2020,16:00,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0011,25/01/2020,10:30,DE SOLVELDERS TIELT-WINGE,VBT MACHELEN B,Sporthal 't Solveld,,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0014,01/02/2020,16:00,VBT MACHELEN B,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0017,09/02/2020,12:30,VCV LEEFDAAL-BERTEM B,VBT MACHELEN B,"Gemeentelijke Sportzaal, Bertem",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0021,29/02/2020,16:00,VBT MACHELEN B,BEVOC BETEKOM,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0024,08/03/2020,12:00,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0026,14/03/2020,16:00,VBT MACHELEN B,DE SOLVELDERS TIELT-WINGE,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 3-3 N2 R2,U11J 3-3 N2 R2-0029,25/04/2020,12:30,KRUIKENBURG TERNAT A,VBT MACHELEN B,Sporthal Kruikenburg,,,,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0003,28/09/2019,11:30,VBT MACHELEN B.att,VCV LEEFDAAL-BERTEM B,,4 - 4,"25/20, 25/20, 25/22, 18/25, 17/25, 15/25, 25/20, 21/25",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0006,06/10/2019,09:00,SMASH NEERIJSE,VBT MACHELEN B.att,Sporthal Ter Dijle,7 - 1,"25/15, 19/25, 25/21, 25/7, 25/23, 25/13, 25/18, 25/16",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0031,12/10/2019,09:30,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN B.att,"Sporthal Eternit, Kapelle-op-den-Bos",6 - 2,"15/25, 25/19, 25/22, 25/23, 25/11, 25/11, 20/25, 25/12",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0015,19/10/2019,11:00,BEVOC BETEKOM,VBT MACHELEN B.att,"Sporthal De Tumkens, Betekom",2 - 6,"25/13, 19/25, 20/25, 25/20, 19/25, 22/25, 23/25, 23/25",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0019,27/10/2019,10:00,KRUIKENBURG TERNAT A,VBT MACHELEN B.att,Sporthal Kruikenburg,4 - 4,"25/23, 25/21, 19/25, 14/25, 26/28, 25/17, 6/25, 25/12",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0018,02/11/2019,11:30,VBT MACHELEN B.att,VELVOC VELTEM-BEISEM.att,,5 - 3,"22/25, 25/22, 25/18, 25/23, 25/21, 25/15, 23/25, 23/25",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0036,16/11/2019,11:30,VBT MACHELEN B.att,BEVOC BETEKOM,,4 - 4,"10/25, 25/16, 28/26, 23/25, 9/25, 25/18, 23/25, 27/25",,
U11 Jongens 2-2 Niveau 1,U11J 2-2 N1-0025,23/11/2019,11:30,VBT MACHELEN B.att,SMASH NEERIJSE,,0 - 8,"8/25, 15/25, 14/25, 21/25, 16/25, 12/25, 23/25, 15/25",,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0009,04/01/2020,13:30,VC LENNIK HEREN,VBT MACHELEN C,"Gem. Sporthal Jo Baetens, Lennik",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0016,11/01/2020,14:00,VBT MACHELEN C,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0015,19/01/2020,10:00,VOLLEY THOR TERVUREN,VBT MACHELEN C,"Sportcentrum Diependal, Tervuren",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0010,01/02/2020,14:00,VBT MACHELEN C,KRUIKENBURG TERNAT C,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0001,15/02/2020,11:30,VBT MACHELEN C,DAVOC LOT ,"Sporthal Bosveld, Machelen",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0022,07/03/2020,11:00,DAVOC LOT ,VBT MACHELEN C,"Vogelenzang, Lot",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0019,22/03/2020,09:30,VELVOC VELTEM-BEISEM,VBT MACHELEN C,"Warotzaal, Winksele",,,,
U11 Jongens 2 tegen 2 Niveau2 B 2de Ronde,U11J2-2N2B R2-0034,25/04/2020,14:00,VBT MACHELEN C,VOLLEY THOR TERVUREN,"Sporthal Bosveld, Machelen",,,,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0014,07/09/2019,14:00,VBT MACHELEN C,BDO HAASRODE LEUVEN B.att,,1 - 7,"25/17, 21/25, 22/25, 18/25, 19/25, 23/25, 18/25, 20/25",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0009,28/09/2019,14:45,ZUUN VOLLEYBAL CLUB.att,VBT MACHELEN C,"Wildersportcomplex, Sint-Pieters-Leeuw",7 - 1,"25/8, 25/21, 23/25, 25/16, 25/23, 25/9, 25/17, 25/4",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0011,12/10/2019,10:30,KRUIKENBURG TERNAT C,VBT MACHELEN C,Sporthal Kruikenburg,4 - 4,"25/10, 25/15, 18/25, 19/25, 25/18, 25/19, 15/25, 15/25",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0002,20/10/2019,10:00,VOLLEY THOR TERVUREN.att,VBT MACHELEN C,"Sportcentrum Diependal, Tervuren",6 - 2,"25/18, 26/28, 25/17, 25/18, 19/25, 25/16, 25/18, 25/19",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0021,27/10/2019,12:00,KRUIKENBURG TERNAT B,VBT MACHELEN C,sporthal school St Angela / ingang via 't Serclaesstraat,0 - 8,"0/25, 0/25, 0/25, 0/25, 0/25, 0/25, 0/25, 0/25",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0017,02/11/2019,14:00,VBT MACHELEN C,VOLLEY THOR TERVUREN.att,,2 - 6,"27/29, 17/25, 22/25, 25/20, 15/25, 18/25, 25/12, 17/25",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0006,09/11/2019,16:00,VBT MACHELEN C,KRUIKENBURG TERNAT B,"Sporthal Bosveld, Machelen",4 - 4,"25/16, 15/25, 5/25, 20/25, 25/12, 27/29, 25/16, 25/17",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0024,16/11/2019,14:00,VBT MACHELEN C,ZUUN VOLLEYBAL CLUB.att,,1 - 7,"18/25, 22/25, 14/25, 25/19, 11/25, 21/25, 12/25, 16/25",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0026,23/11/2019,14:00,VBT MACHELEN C,KRUIKENBURG TERNAT C,,7 - 1,"25/12, 25/17, 25/13, 25/21, 25/9, 25/15, 10/25, 25/19",,
U11Jongens 2-2 Niveau 2 Reeks A,U11J2-2N2A-0029,30/11/2019,16:30,BDO HAASRODE LEUVEN B.att,VBT MACHELEN C,Sporthal Heverlee,3 - 5,"20/25, 27/25, 25/22, 22/25, 19/25, 12/25, 25/23, 21/25",,
