Reeks,Wedstrijdnr,Datum,Uur,Thuis,Bezoekers,Sporthall,Uitslag,Setstanden,Uitslag reserven,Setstanden reserven
2de Divisie Heren B,H2B-0064,21/12/2019,20:30,GEEL ZWART WIJNEGEM,VBT MACHELEN,Gem. Sportcentrum Wijnegem,3 - 0,"25/18, 25/23, 25/18",2 - 1,"19/25, 25/16, 15/12"
2de Divisie Heren B,H2B-0071,11/01/2020,20:30,VBT MACHELEN,AMIGOS VAN PELT SINT-ANTONIUS ZOERSEL B,"Sporthal Bosveld, Machelen",,,,
2de Divisie Heren B,H2B-0078,19/01/2020,15:00,TOPSPORT SCHOOL VILVOORDE B,VBT MACHELEN,EVC Vilvoorde,,,,
2de Divisie Heren B,H2B-0083,25/01/2020,20:30,VBT MACHELEN,VC SMASH LIER ,"Sporthal Bosveld, Machelen",,,,
2de Divisie Heren B,H2B-0088,15/02/2020,20:30,BMV BEVEREN MELSELE ,VBT MACHELEN,"Sporthal ´t Wit Zand, Melsele",,,,
2de Divisie Heren B,H2B-0095,22/02/2020,20:30,VBT MACHELEN,HELLVOC HEMIKSEM-SCHELLE B,"Sporthal Bosveld, Machelen",,,,
2de Divisie Heren B,H2B-0098,29/02/2020,20:30,VCV LEEFDAAL-BERTEM,VBT MACHELEN,"Gem. Sportzaal, Leefdaal",,,,
2de Divisie Heren B,H2B-0106,14/03/2020,20:30,VBT MACHELEN,DAVOC LOT ,"Sporthal Bosveld, Machelen",,,,
2de Divisie Heren B,H2B-0110,22/03/2020,18:00,VC TESLA LINT B,VBT MACHELEN,Centrum De Witte Merel zaal B,,,,
2de Divisie Heren B,H2B-0118,28/03/2020,20:30,VBT MACHELEN,VOLMAR EKEREN,"Sporthal Bosveld, Machelen",,,,
2de Divisie Heren B,H2B-0126,18/04/2020,20:30,VC HEIST DELHAIZE HERENTHOUT A,VBT MACHELEN,"Sporthal ´t Kapelleke, Herenthout",,,,
2de Divisie Heren B,H2B-0132,25/04/2020,20:30,VBT MACHELEN,GEEL ZWART WIJNEGEM,"Sporthal Bosveld, Machelen",,,,
Vlaamse Beker - Heren,VBH-0005,26/10/2019,20:30,VBT MACHELEN (2de Divisie),VOLMAR EKEREN (2de Divisie),"Sporthal Bosveld, Machelen",3 - 0,"25/18, 25/16, 30/28",,
Vlaamse Beker - Heren,VBH-0026,23/11/2019,20:30,VBT MACHELEN (2de Divisie),GIMM-E WAASLAND KRUIBEKE (1ste Divisie),"Sporthal Bosveld, Machelen",1 - 3,"25/17, 18/25, 23/25, 13/25",,
3de Provinciale Mannen A,3PMA-0011,29/09/2019,11:00,LIZARDS LUBBEEK-LEUVEN C,VBT MACHELEN C,Sporthal Korbeek-Lo,2 - 3,"29/31, 25/20, 20/25, 25/23, 11/15",1 - 2,"23/25, 25/20, 7/15"
3de Provinciale Mannen A,3PMA-0010,05/10/2019,20:00,KLB SOLLENBEEMD HALLE,VBT MACHELEN C,"Sportcomplex De Bres, Halle",3 - 0,"25/15, 25/15, 25/16",3 - 0,"25/17, 25/12, 19/17"
3de Provinciale Mannen A,3PMA-0001,12/10/2019,20:00,VBT MACHELEN C,DAVOC LOT C,"Sporthal Bosveld, Machelen",3 - 1,"25/20, 23/25, 25/20, 25/21",2 - 1,"25/16, 25/12, 11/15"
3de Provinciale Mannen A,3PMA-0017,19/10/2019,20:00,VBT MACHELEN C,V.C. ZAVATH ZAVENTEM,"Sporthal Bosveld, Machelen",3 - 0,"25/15, 25/10, 25/18",3 - 0,"25/19, 25/14, 15/7"
3de Provinciale Mannen A,3PMA-0033,03/11/2019,18:30,VOLLEY OPWIJK - LINDEMANS AALST,VBT MACHELEN C,"Sporthal PIVO, Relegem",1 - 3,"25/18, 23/25, 19/25, 23/25",2 - 1,"25/22, 14/25, 15/8"
3de Provinciale Mannen A,3PMA-0027,09/11/2019,20:00,VBT MACHELEN C,VELVOC VELTEM-BEISEM B,"Sporthal Bosveld, Machelen",0 - 3,"19/25, 16/25, 15/25",0 - 3,"16/25, 15/25, 6/15"
3de Provinciale Mannen A,3PMA-0067,23/11/2019,20:00,VBT MACHELEN C,WOLVERTEM SPORTING B,"Sporthal Bosveld, Machelen",3 - 1,"16/25, 26/24, 25/19, 25/21",1 - 2,"21/25, 19/25, 15/9"
3de Provinciale Mannen A,3PMA-0037,30/11/2019,20:00,VBT MACHELEN C,RUISBROEK 84,"Sporthal Bosveld, Machelen",3 - 0,"25/21, 25/15, 25/14",3 - 0,"25/16, 25/16, 16/14"
3de Provinciale Mannen A,3PMA-0044,07/12/2019,20:00,VOLLEY SCHEPDAAL VZW B,VBT MACHELEN C,"Sporthal Caerenbergveld, Schepdaal",3 - 0,"25/13, 25/21, 25/15",1 - 2,"20/25, 18/25, 16/14"
3de Provinciale Mannen A,3PMA-0051,18/01/2020,20:00,VBT MACHELEN C,KLB SOLLENBEEMD HALLE,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen A,3PMA-0046,25/01/2020,18:00,DAVOC LOT C,VBT MACHELEN C,"Vogelenzang, Lot",,,,
3de Provinciale Mannen A,3PMA-0061,08/02/2020,19:30,V.C. ZAVATH ZAVENTEM,VBT MACHELEN C,"Gemeentelijke Sporthal, Zaventem",,,,
3de Provinciale Mannen A,3PMA-0057,07/03/2020,15:30,VBT MACHELEN C,LIZARDS LUBBEEK-LEUVEN C,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen A,3PMA-0022,14/03/2020,14:30,WOLVERTEM SPORTING B,VBT MACHELEN C,"Sportschuur, Wolvertem",,,,
3de Provinciale Mannen A,3PMA-0072,20/03/2020,21:30,VELVOC VELTEM-BEISEM B,VBT MACHELEN C,"Warotzaal, Winksele",,,,
3de Provinciale Mannen A,3PMA-0077,28/03/2020,20:00,VBT MACHELEN C,VOLLEY OPWIJK - LINDEMANS AALST,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen A,3PMA-0083,18/04/2020,20:00,RUISBROEK 84,VBT MACHELEN C,"Sporthal A.J. Braillard, Ruisbroek",,,,
3de Provinciale Mannen A,3PMA-0087,25/04/2020,20:00,VBT MACHELEN C,VOLLEY SCHEPDAAL VZW B,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen B,3PMB-0042,22/09/2019,14:30,VBT MACHELEN B,VC FENIKS HAACHT D,"Sporthal Bosveld, Machelen",3 - 1,"23/25, 25/16, 25/9, 25/18",2 - 1,"16/25, 25/20, 16/14"
3de Provinciale Mannen B,3PMB-0006,05/10/2019,16:00,VBT MACHELEN B,N.V.V. TIENEN,"Sporthal Bosveld, Machelen",3 - 0,"25/9, 25/14, 25/7",3 - 0,"25/14, 25/5, 15/8"
3de Provinciale Mannen B,3PMB-0015,12/10/2019,16:00,VBT MACHELEN B,KEVOC KEERBERGEN B,"Sporthal Bosveld, Machelen",3 - 1,"25/19, 25/21, 20/25, 25/19",0 - 3,"19/25, 21/25, 8/15"
3de Provinciale Mannen B,3PMB-0030,26/10/2019,17:00,VOLLEYBALCLUB B.V.S. AARSCHOT B,VBT MACHELEN B,"Sint-Jozefscollege, Aarschot",0 - 3,"16/25, 13/25, 4/25",0 - 3,"19/25, 13/25, 12/15"
3de Provinciale Mannen B,3PMB-0033,02/11/2019,20:30,VBT MACHELEN B,KREG ROTSELAAR B,"Sporthal Bosveld, Machelen",3 - 0,"25/23, 25/15, 25/18",2 - 1,"20/25, 25/21, 15/7"
3de Provinciale Mannen B,3PMB-0018,09/11/2019,15:00,VC FENIKS HAACHT E,VBT MACHELEN B,"Sportcomplex Den Dijk, Haacht (Wespelaar)",1 - 3,"25/15, 19/25, 19/25, 26/28",0 - 3,"22/25, 20/25, 12/15"
3de Provinciale Mannen B,3PMB-0024,16/11/2019,16:00,VBT MACHELEN B,VCV LEEFDAAL-BERTEM D,"Sporthal Bosveld, Machelen",3 - 0,"25/20, 25/10, 25/15",2 - 1,"18/25, 25/16, 15/10"
3de Provinciale Mannen B,3PMB-0037,24/11/2019,11:00,VCV LEEFDAAL-BERTEM E,VBT MACHELEN B,"Gemeentelijke Sportzaal, Leefdaal",0 - 3,"4/25, 10/25, 8/25",0 - 1,5/25
3de Provinciale Mannen B,3PMB-0049,14/12/2019,16:30,STERKO KORTENBERG B,VBT MACHELEN B,"Gemeentelijke Sporthal, Kortenberg",0 - 3,"9/25, 12/25, 18/25",0 - 3,"15/25, 18/25, 7/15"
3de Provinciale Mannen B,3PMB-0051,21/12/2019,18:30,VBT MACHELEN B,SPARTANA STEENOKKERZEEL B,"Sporthal Bosveld, Machelen",3 - 0,"25/8, 25/7, 25/23",3 - 0,"25/8, 25/8, 15/7"
3de Provinciale Mannen B,3PMB-0110,10/01/2020,21:00,SPARTANA STEENOKKERZEEL B,VBT MACHELEN B,"Gemeentelijke Sporthal, Steenokkerzeel",,,,
3de Provinciale Mannen B,3PMB-0067,25/01/2020,20:30,KEVOC KEERBERGEN B,VBT MACHELEN B,"Gemeentelijke Sporthal, Keerbergen",,,,
3de Provinciale Mannen B,3PMB-0083,01/02/2020,16:00,VBT MACHELEN B,VOLLEYBALCLUB B.V.S. AARSCHOT B,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen B,3PMB-0086,23/02/2020,14:30,KREG ROTSELAAR B,VBT MACHELEN B,"Sportoase De Meander, Rotselaar",,,,
3de Provinciale Mannen B,3PMB-0074,29/02/2020,16:00,VBT MACHELEN B,VC FENIKS HAACHT E,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen B,3PMB-0098,07/03/2020,21:00,VC FENIKS HAACHT D,VBT MACHELEN B,"Sportcomplex Den Dijk, Haacht (Wespelaar)",,,,
3de Provinciale Mannen B,3PMB-0079,14/03/2020,17:00,VCV LEEFDAAL-BERTEM D,VBT MACHELEN B,"Gemeentelijke Sportzaal, Leefdaal",,,,
3de Provinciale Mannen B,3PMB-0092,21/03/2020,16:00,VBT MACHELEN B,VCV LEEFDAAL-BERTEM E,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen B,3PMB-0101,18/04/2020,16:00,VBT MACHELEN B,STERKO KORTENBERG B,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Mannen B,3PMB-0065,25/04/2020,18:00,N.V.V. TIENEN,VBT MACHELEN B,"Sportschuur Houtemveld, Tienen",,,,
2de Provinciale Vrouwen B,2PVB-0007,22/09/2019,18:00,VCV LEEFDAAL-BERTEM A,VBT MACHELEN A,"Gemeentelijke Sportzaal, Leefdaal",1 - 3,"20/25, 15/25, 25/17, 21/25",2 - 1,"25/22, 27/25, 10/15"
2de Provinciale Vrouwen B,2PVB-0006,28/09/2019,20:00,VBT MACHELEN A,ZUUN VOLLEYBAL CLUB B,"Sporthal Bosveld, Machelen",3 - 2,"25/18, 23/25, 25/21, 20/25, 15/9",1 - 2,"24/26, 12/25, 15/4"
2de Provinciale Vrouwen B,2PVB-0017,12/10/2019,20:00,VBT MACHELEN A,WOLVERTEM SPORTING B,"Sporthal Bosveld, Machelen",3 - 1,"25/19, 17/25, 25/18, 25/19",1 - 2,"12/25, 25/20, 13/15"
2de Provinciale Vrouwen B,2PVB-0094,19/10/2019,20:30,VOLLEY OPWIJK,VBT MACHELEN A,"Gemeentelijke Sporthal, Opwijk",0 - 3,"17/25, 19/25, 13/25",0 - 3,"19/25, 13/25, 10/15"
2de Provinciale Vrouwen B,2PVB-0131,26/10/2019,17:00,VC LENNIK DAMES B,VBT MACHELEN A,"Gem. Sporthal Jo Baetens, Lennik",3 - 0,"25/21, 25/16, 26/24",2 - 1,"13/25, 25/17, 16/14"
2de Provinciale Vrouwen B,2PVB-0035,09/11/2019,20:30,VC KNØDDE MEISE A,VBT MACHELEN A,Sporthal Meise,0 - 3,"18/25, 22/25, 13/25",1 - 2,"15/25, 18/25, 17/15"
2de Provinciale Vrouwen B,2PVB-0039,16/11/2019,20:00,VBT MACHELEN A,VOLLEY BELLINGEN HALLE,"Sporthal Bosveld, Machelen",3 - 0,"25/11, 25/15, 25/22",3 - 0,"25/10, 25/14, 15/3"
2de Provinciale Vrouwen B,2PVB-0021,23/11/2019,20:30,RUISBROEK 84 A,VBT MACHELEN A,"Sporthal A.J. Braillard, Ruisbroek",3 - 2,"25/15, 16/25, 25/23, 17/25, 15/10",1 - 2,"25/14, 23/25, 14/16"
2de Provinciale Vrouwen B,2PVB-0044,30/11/2019,20:30,VC ETERNIT KAPELLE O/D BOS A,VBT MACHELEN A,"Sporthal Eternit, Kapelle-op-den-Bos",3 - 0,"25/20, 26/24, 25/11",2 - 1,"25/27, 25/16, 15/9"
2de Provinciale Vrouwen B,2PVB-0050,07/12/2019,20:00,VBT MACHELEN A,DAATMET LIEDEKERKE,"Sporthal Bosveld, Machelen",3 - 0,"26/24, 25/22, 25/22",3 - 0,"25/18, 25/12, 15/11"
2de Provinciale Vrouwen B,2PVB-0058,14/12/2019,20:30,WOLVERTEM SPORTING A,VBT MACHELEN A,"Sportschuur, Wolvertem",3 - 0,"25/23, 25/14, 25/14",3 - 0,"25/18, 25/17, 15/9"
2de Provinciale Vrouwen B,2PVB-0078,04/01/2020,20:00,VBT MACHELEN A,VCV LEEFDAAL-BERTEM A,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0072,10/01/2020,21:00,ZUUN VOLLEYBAL CLUB B,VBT MACHELEN A,"Wildersportcomplex, Sint-Pieters-Leeuw",,,,
2de Provinciale Vrouwen B,2PVB-0080,26/01/2020,18:30,WOLVERTEM SPORTING B,VBT MACHELEN A,"Sportschuur, Wolvertem",,,,
2de Provinciale Vrouwen B,2PVB-0028,01/02/2020,20:00,VBT MACHELEN A,VOLLEY OPWIJK,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0089,15/02/2020,20:00,VBT MACHELEN A,RUISBROEK 84 A,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0100,07/03/2020,20:00,VBT MACHELEN A,VC KNØDDE MEISE A,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0103,14/03/2020,20:00,VOLLEY BELLINGEN HALLE,VBT MACHELEN A,"Sportcomplex De Bres, Halle",,,,
2de Provinciale Vrouwen B,2PVB-0111,21/03/2020,20:00,VBT MACHELEN A,VC ETERNIT KAPELLE O/D BOS A,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0117,28/03/2020,20:30,DAATMET LIEDEKERKE,VBT MACHELEN A,"Sporthal Heuvelkouter, Liedekerke",,,,
2de Provinciale Vrouwen B,2PVB-0122,18/04/2020,20:00,VBT MACHELEN A,WOLVERTEM SPORTING A,"Sporthal Bosveld, Machelen",,,,
2de Provinciale Vrouwen B,2PVB-0061,25/04/2020,16:00,VBT MACHELEN A,VC LENNIK DAMES B,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Vrouwen D,3PVD-0001,29/09/2019,15:30,SPARTANA STEENOKKERZEEL,VBT MACHELEN B,"Gemeentelijke Sporthal, Steenokkerzeel",0 - 3,"22/25, 16/25, 14/25",0 - 3,"16/25, 16/25, 7/15"
3de Provinciale Vrouwen D,3PVD-0006,05/10/2019,14:30,WOLVERTEM SPORTING D,VBT MACHELEN B,"Sportschuur, Wolvertem",0 - 3,"10/25, 20/25, 8/25",0 - 3,"10/25, 19/25, 13/15"
3de Provinciale Vrouwen D,3PVD-0012,12/10/2019,16:30,VC ETERNIT KAPELLE O/D BOS C,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",0 - 3,"13/25, 12/25, 12/25",0 - 3,"10/25, 11/25, 12/15"
3de Provinciale Vrouwen D,3PVD-0016,26/10/2019,17:00,VBT MACHELEN B,VC KNØDDE MEISE B,"Sporthal Bosveld, Machelen",3 - 0,"25/18, 25/16, 25/15",3 - 0,"25/23, 25/16, 15/8"
3de Provinciale Vrouwen D,3PVD-0034,03/11/2019,13:30,VC ETERNIT KAPELLE O/D BOS B,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",2 - 3,"25/20, 22/25, 23/25, 25/10, 11/15",1 - 2,"23/25, 12/25, 15/13"
3de Provinciale Vrouwen D,3PVD-0026,09/11/2019,16:00,VBT MACHELEN B,KEVOC KEERBERGEN B,"Sporthal Bosveld, Machelen",3 - 0,"25/23, 25/16, 25/22",2 - 1,"25/19, 25/15, 13/15"
3de Provinciale Vrouwen D,3PVD-0036,30/11/2019,16:00,VBT MACHELEN B,WOLVERTEM SPORTING C,"Sporthal Bosveld, Machelen",0 - 3,"17/25, 17/25, 10/25",2 - 1,"25/22, 25/19, 13/15"
3de Provinciale Vrouwen D,3PVD-0045,07/12/2019,20:00,V.C. ZAVATH ZAVENTEM,VBT MACHELEN B,"Gemeentelijke Sporthal, Zaventem",0 - 3,"21/25, 17/25, 12/25",1 - 2,"9/25, 21/25, 17/15"
3de Provinciale Vrouwen D,3PVD-0052,18/01/2020,20:00,VBT MACHELEN B,WOLVERTEM SPORTING D,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Vrouwen D,3PVD-0056,25/01/2020,16:00,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS C,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Vrouwen D,3PVD-0062,08/02/2020,20:30,VC KNØDDE MEISE B,VBT MACHELEN B,Sporthal Meise,,,,
3de Provinciale Vrouwen D,3PVD-0046,15/02/2020,16:00,VBT MACHELEN B,SPARTANA STEENOKKERZEEL,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Vrouwen D,3PVD-0073,21/03/2020,20:30,KEVOC KEERBERGEN B,VBT MACHELEN B,"Gemeentelijke Sporthal, Keerbergen",,,,
3de Provinciale Vrouwen D,3PVD-0076,28/03/2020,16:00,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS B,"Sporthal Bosveld, Machelen",,,,
3de Provinciale Vrouwen D,3PVD-0084,18/04/2020,20:30,WOLVERTEM SPORTING C,VBT MACHELEN B,"Sportschuur, Wolvertem",,,,
3de Provinciale Vrouwen D,3PVD-0086,25/04/2020,16:00,VBT MACHELEN B,V.C. ZAVATH ZAVENTEM,"Sporthal Bosveld, Machelen",,,,
Beker senioren mannen Volley Vlaams Brabant,VL BR BEKER M.-100,07/09/2019,19:30,WOLVERTEM SPORTING 1P,VBT MACHELEN C 3P,"Sportschuur, Wolvertem",3 - 0,"25/22, 25/12, 25/23",,
Beker senioren mannen Volley Vlaams Brabant,VL BR BEKER M.-114,29/09/2019,15:00,KREG ROTSELAAR 1P,VBT MACHELEN B 3P,"Sportoase De Meander, Rotselaar",3 - 1,"25/18, 25/13, 26/28, 28/26",,
Beker senioren mannen Volley Vlaams Brabant,VL BR BEKER M.-202,11/11/2019,21:00,VOLLEY OPWIJK 2P,VBT MACHELEN C 3P,"Sportzaal Vrij Katholiek Onderwijs, Opwijk",3 - 0,"25/14, 25/18, 25/19",,
Beker senioren mannen Volley Vlaams Brabant,VL BR BEKER M.-213,20/11/2019,21:15,VCV LEEFDAAL-BERTEM B 1P,VBT MACHELEN B 3P,"Gemeentelijke Sportzaal, Leefdaal",3 - 1,"25/19, 25/19, 24/26, 25/14",,
Beker senioren vrouwen Volley Vlaams Brabant,VL BR BEKER V.-114,21/10/2019,20:30,STERKO KORTENBERG 3P,VBT MACHELEN B 3P,Sporthal Erps-Kwerps,3 - 0,"25/10, 25/20, 26/24",,
Beker senioren vrouwen Volley Vlaams Brabant,VL BR BEKER V.-107,24/10/2019,20:30,VOLLEY OPWIJK 2P,VBT MACHELEN A 2P,"Gemeentelijke Sporthal, Opwijk",0 - 3,"10/25, 16/25, 19/25",,
Beker senioren vrouwen Volley Vlaams Brabant,VL BR BEKER V.-210,21/11/2019,21:00,VBT MACHELEN A 2P,VC FENIKS HAACHT 2P,"Sporthal Bosveld, Machelen",1 - 3,"25/16, 28/30, 21/25, 22/25",,
U17 Jongens Niveau 1,U17JN1-0001,07/09/2019,11:45,VBT MACHELEN ,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",5 - 0,"25/14, 25/14, 25/17, 25/20, 25/11",,
U17 Jongens Niveau 1,U17JN1-0024,22/09/2019,10:30,VBT MACHELEN ,LIZARDS LUBBEEK-LEUVEN,"Sporthal Bosveld, Machelen",4 - 1,"25/18, 25/22, 25/15, 25/18, 11/15",,
U17 Jongens Niveau 1,U17JN1-0004,28/09/2019,11:45,VBT MACHELEN ,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",0 - 5,"14/25, 18/25, 17/25, 21/25, 11/15",,
U17 Jongens Niveau 1,U17JN1-0009,05/10/2019,11:30,LIZARDS LUBBEEK-LEUVEN,VBT MACHELEN ,Sporthal Lubbeek,1 - 4,"18/25, 22/25, 25/16, 6/25, 14/16",,
U17 Jongens Niveau 1,U17JN1-0012,13/10/2019,14:30,BDO HAASRODE LEUVEN B.att,VBT MACHELEN ,Sportcomplex Haasrode,1 - 4,"17/25, 20/25, 17/25, 25/27, 16/14",,
U17 Jongens Niveau 1,U17JN1-0013,19/10/2019,11:00,VBT MACHELEN ,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",2 - 3,"26/24, 17/25, 23/25, 25/22, 11/15",,
U17 Jongens Niveau 1,U17JN1-0019,02/11/2019,12:30,KRUIKENBURG TERNAT A,VBT MACHELEN ,Sporthal Kruikenburg,4 - 1,"25/23, 25/22, 25/20, 25/18, 12/15",,
U17 Jongens Niveau 1,U17JN1-0027,16/11/2019,10:00,VBT MACHELEN ,BDO HAASRODE LEUVEN B.att,"Sporthal Bosveld, Machelen",4 - 1,"25/13, 25/21, 25/19, 25/23, 10/15",,
U17 Jongens Niveau 1,U17JN1-0028,23/11/2019,11:30,BDO HAASRODE LEUVEN A,VBT MACHELEN ,Sporthal Heverlee,3 - 2,"25/17, 25/23, 21/25, 25/18, 10/15",,
U17 Jongens Niveau 1,U17JN1-0031,30/11/2019,11:45,VBT MACHELEN ,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",5 - 0,"25/14, 25/21, 25/16, 25/16, 15/12",,
U17 Jongens Niveau 1,U17JN1-0016,21/12/2019,11:30,VC FENIKS HAACHT,VBT MACHELEN ,"Sportcomplex Den Dijk, Haacht (Wespelaar)",0 - 5,"8/25, 13/25, 12/25, 20/25, 16/18",,
U17 Jongens Niveau 1,U17JN1-0034,04/01/2020,11:45,VBT MACHELEN ,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",,,,
U17 Jongens Niveau 1,U17JN1-0039,11/01/2020,11:30,LIZARDS LUBBEEK-LEUVEN,VBT MACHELEN ,Sporthal Lubbeek,,,,
U17 Jongens Niveau 1,U17JN1-0042,19/01/2020,14:00,BDO HAASRODE LEUVEN B.att,VBT MACHELEN ,Sportcomplex Haasrode,,,,
U17 Jongens Niveau 1,U17JN1-0043,25/01/2020,11:45,VBT MACHELEN ,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",,,,
U17 Jongens Niveau 1,U17JN1-0046,01/02/2020,09:30,VC FENIKS HAACHT,VBT MACHELEN ,"Sportcomplex Den Dijk, Haacht (Wespelaar)",,,,
U17 Jongens Niveau 1,U17JN1-0049,09/02/2020,10:00,KRUIKENBURG TERNAT A,VBT MACHELEN ,Sporthal Kruikenburg,,,,
U17 Jongens Niveau 1,U17JN1-0054,07/03/2020,11:45,VBT MACHELEN ,LIZARDS LUBBEEK-LEUVEN,"Sporthal Bosveld, Machelen",,,,
U17 Jongens Niveau 1,U17JN1-0057,21/03/2020,11:45,VBT MACHELEN ,BDO HAASRODE LEUVEN B.att,"Sporthal Bosveld, Machelen",,,,
U17 Jongens Niveau 1,U17JN1-0058,26/04/2020,17:00,BDO HAASRODE LEUVEN A,VBT MACHELEN ,Sportcomplex Haasrode,,,,
U15 Jongens Niveau 1,U15JN1-0003,08/09/2019,14:00,VELVOC VELTEM-BEISEM,VBT MACHELEN A,"Sportcentrum Ivo Van Damme, Veltem-Beisem ",2 - 3,"21/25, 23/25, 28/26, 15/25, 15/7",,
U15 Jongens Niveau 1,U15JN1-0018,22/09/2019,13:00,VBT MACHELEN A,VELVOC VELTEM-BEISEM,"Sporthal Bosveld, Machelen",2 - 3,"25/18, 15/25, 13/25, 15/25, 15/13",,
U15 Jongens Niveau 1,U15JN1-0006,28/09/2019,09:30,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN A,"Sporthal Bosveld, Machelen",1 - 4,"20/25, 12/25, 25/22, 11/25, 3/15",,
U15 Jongens Niveau 1,U15JN1-0007,06/10/2019,13:00,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sportcomplex Haasrode,4 - 1,"25/16, 25/8, 25/14, 25/16, 10/15",,
U15 Jongens Niveau 1,U15JN1-0012,12/10/2019,09:30,VBT MACHELEN A,BDO HAASRODE LEUVEN B,"Sporthal Bosveld, Machelen",1 - 4,"19/25, 25/21, 19/25, 20/25, 12/15",,
U15 Jongens Niveau 1,U15JN1-0015,19/10/2019,13:00,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",0 - 5,"17/25, 11/25, 15/25, 12/25, 12/15",,
